Fecha,Moneda,Tasa de cambio vs USD,Media Movil (7d),Desviacion Std (7d)
2012-10-19,JPY,52.4769,51.955571428571425,32.168076367972574
2012-10-20,AUD,16.7559,35.72645714285714,31.480586525288725
2012-10-20,GBP,46.7925,34.332057142857145,15.292427036702056
2012-10-20,CAD,89.5607,52.43961428571428,24.578758233850962
2012-10-20,INR,71.9017,35.385085714285715,29.44773543853748
2012-10-20,JPY,57.412,58.320414285714286,27.160917362295233
2012-10-21,AUD,22.7126,33.62792857142857,31.837842371289028
2012-10-21,GBP,28.3314,34.85982857142857,14.962251960708093
2012-10-21,CAD,51.6567,56.833999999999996,20.392527674943448
2012-10-21,INR,25.6471,34.14541428571429,29.68153578115688
2012-10-21,JPY,26.3256,53.57032857142857,29.694108661299286
2012-10-22,AUD,81.8296,44.76192857142856,33.2998484499912
2012-10-22,GBP,47.3719,36.964728571428566,15.619503331595194
2012-10-22,CAD,73.7741,63.335385714285714,16.683324709864124
2012-10-22,INR,39.1468,39.49014285714286,26.014397198401348
2012-10-22,JPY,9.7188,42.4518,29.420880386781995
2012-10-23,AUD,54.7378,50.914699999999996,29.979492002700802
2012-10-23,GBP,34.4193,36.20427142857143,15.591281928235194
2012-10-23,CAD,97.1823,66.80857142857143,20.977223935712953
2012-10-23,INR,45.1786,44.13157142857143,23.179477274931145
2012-10-23,JPY,33.3711,42.80819999999999,29.272020149851862
2012-10-24,AUD,33.8986,50.89992857142857,29.989237944620214
2012-10-24,GBP,42.7112,39.41155714285714,13.991952253212908
2012-10-24,CAD,4.2758,61.85332857142857,30.559576596146016
2012-10-24,INR,99.4886,56.91127142857143,25.76177742274493
2012-10-24,JPY,18.3051,42.14825714285714,29.841544439637456
2012-10-25,AUD,43.0459,50.06812857142857,30.13536731448696
2012-10-25,GBP,35.174,35.967757142857145,10.914883451333298
2012-10-25,CAD,22.3378,56.65382857142857,34.07303769775131
2012-10-25,INR,40.8549,56.66771428571429,25.927598380196432
2012-10-25,JPY,10.0687,29.668314285714285,19.261700683950355
2012-10-26,AUD,99.8535,50.40484285714285,30.76031354255336
2012-10-26,GBP,40.9575,39.393971428571426,7.032901222045347
2012-10-26,CAD,59.1335,56.84584285714285,34.084289023040974
2012-10-26,INR,31.623,50.54867142857143,26.083670754306226
2012-10-26,JPY,17.9947,24.742285714285718,16.694610234187145
2012-10-27,AUD,90.9226,61.00008571428572,30.00223443203463
2012-10-27,GBP,60.0638,41.28987142857142,10.361086880521453
2012-10-27,CAD,64.1633,53.217642857142856,31.25585012899492
2012-10-27,INR,97.9022,54.26302857142856,31.016062978759628
2012-10-27,JPY,87.9083,29.098899999999997,27.270358078018184
2012-10-28,AUD,82.7256,69.57337142857143,25.47012052901172
2012-10-28,GBP,81.2412,48.84841428571429,16.69520095750359
2012-10-28,CAD,84.0574,57.846314285714286,33.31729002432164
2012-10-28,INR,67.7943,60.284057142857144,28.526103306963027
2012-10-28,JPY,80.7847,36.878771428571426,33.4217506793961
2012-10-29,AUD,68.2781,67.63744285714286,24.891732535847993
2012-10-29,GBP,28.3422,46.12988571428571,18.43443497375031
2012-10-29,CAD,29.8293,51.56848571428571,33.95004098698699
2012-10-29,INR,11.0808,56.27462857142858,33.52630725995707
2012-10-29,JPY,6.5848,36.43105714285714,33.864283129370826
2012-10-30,AUD,51.4607,67.1692857142857,25.203644305498724
2012-10-30,GBP,42.6144,47.30061428571429,17.816644564042598
2012-10-30,CAD,53.5107,45.32968571428572,27.587211598458026
2012-10-30,INR,28.8646,53.94405714285715,34.96247165384897
2012-10-30,JPY,37.6517,37.04257142857143,33.838456954610784
2012-10-31,AUD,18.3407,64.94672857142857,29.023140339087767
2012-10-31,GBP,13.9503,43.19191428571429,21.899801257730513
2012-10-31,CAD,13.5525,46.65492857142857,25.424396361022666
2012-10-31,INR,76.685,50.6864,30.829653832038648
2012-10-31,JPY,66.9619,43.993542857142856,34.34168597695116
2012-11-01,AUD,52.8202,66.34305714285713,28.01134984126125
2012-11-01,GBP,2.7555,38.560700000000004,26.765299055680273
2012-11-01,CAD,3.3423,43.94128571428571,29.187650444576104
2012-11-01,INR,53.8278,52.53967142857143,30.528601423403757
2012-11-01,JPY,1.9784,42.837785714285715,35.77973173657718
2012-11-02,AUD,85.2966,64.26350000000001,25.54026044163742
2012-11-02,GBP,56.7637,40.818728571428565,27.653212920003476
2012-11-02,CAD,41.1627,41.374028571428575,28.408611164734
2012-11-02,INR,43.7887,54.27762857142857,29.46721885218188
2012-11-02,JPY,22.588,43.49397142857142,35.28690993053535
2012-11-03,AUD,70.6874,61.37275714285714,23.043052239583904
2012-11-03,GBP,54.7633,40.06151428571429,27.105552298709846
2012-11-03,CAD,76.7441,43.17128571428571,30.417580601270107
2012-11-03,INR,83.8444,52.26937142857143,26.308303456051977
2012-11-03,JPY,39.3882,36.562528571428565,29.37943314257521
2012-11-04,AUD,58.5702,57.92198571428571,21.033501861667347
2012-11-04,GBP,63.9118,37.585885714285716,23.232284461744772
2012-11-04,CAD,40.6653,36.97241428571429,24.55266052083624
2012-11-04,INR,37.3118,47.91472857142857,25.828685988690612
2012-11-04,JPY,66.2097,34.48038571428571,26.050955345209395
2012-11-05,AUD,34.6877,53.12335714285714,22.082588464584305
2012-11-05,GBP,94.675,47.062,31.04721753104455
2012-11-05,CAD,99.4017,46.91132857142857,33.595427131169444
2012-11-05,INR,67.7922,56.016357142857146,20.74305906898802
2012-11-05,JPY,75.2098,44.28395714285715,26.707879744927787
2012-11-06,AUD,28.3417,49.82064285714285,24.01685148035697
2012-11-06,GBP,94.2895,54.444157142857144,35.620125866418896
2012-11-06,CAD,38.9414,44.83,33.56973066762181
2012-11-06,INR,28.9297,56.02565714285714,20.728866631813865
2012-11-06,JPY,80.9179,50.464842857142855,29.750351649958553
2012-11-07,AUD,68.1928,56.94237142857143,20.21703556019979
2012-11-07,GBP,30.3932,56.793142857142854,32.94650243555743
2012-11-07,CAD,98.8027,57.0086,35.72604828389693
2012-11-07,INR,40.2378,50.818914285714285,19.195451972835404
2012-11-07,JPY,72.3961,51.24115714285715,30.31806127865355
2012-11-08,AUD,75.5311,60.18678571428571,21.24161059990738
2012-11-08,GBP,87.8194,68.94512857142857,24.22704626911247
2012-11-08,CAD,59.7432,65.06587142857143,26.867179721903234
2012-11-08,INR,70.4473,53.19312857142857,20.605638940325285
2012-11-08,JPY,1.1306,51.120042857142856,30.548472556843027
2012-11-09,AUD,46.1056,54.588071428571425,18.509429719984595
2012-11-09,GBP,74.3034,71.4508,23.657534990850923
2012-11-09,CAD,30.8694,63.5954,28.618097792364434
2012-11-09,INR,74.0485,57.51595714285715,21.46023240592219
2012-11-09,JPY,60.0707,56.474714285714285,27.882444609074312
2012-11-10,AUD,99.3371,58.680885714285715,24.77102880230783
2012-11-10,GBP,81.9634,75.33652857142859,22.6731253096932
2012-11-10,CAD,54.0037,60.34677142857142,28.16383736743004
2012-11-10,INR,70.9643,55.67594285714286,19.266641740830867
2012-11-10,JPY,71.1045,61.00561428571429,27.21201505526737
2012-11-11,AUD,20.0317,53.17538571428572,28.76107555026579
2012-11-11,GBP,85.988,78.49027142857143,22.352219988382597
2012-11-11,CAD,95.5806,68.19181428571429,29.389510282152756
2012-11-11,INR,86.591,62.715828571428574,20.407514886246776
2012-11-11,JPY,6.9744,52.54342857142858,33.7490545048655
2012-11-12,AUD,95.2326,61.82465714285714,31.269106898921706
2012-11-12,GBP,8.3517,66.15837142857143,33.142806887504
2012-11-12,CAD,36.7634,59.24348571428572,27.79580320962315
2012-11-12,INR,94.7235,66.56315714285715,23.783425273486717
2012-11-12,JPY,71.4781,52.010328571428566,33.358557370221845
2012-11-13,AUD,45.9984,64.34704285714285,28.72677979927777
2012-11-13,GBP,74.9535,63.39608571428572,31.15353437843123
2012-11-13,CAD,0.8031,53.795157142857136,35.19221993788104
2012-11-13,INR,80.8304,73.97754285714286,17.303049923915932
2012-11-13,JPY,93.3444,53.78554285714286,35.42023473848706
2012-11-14,AUD,31.9534,59.16998571428571,31.086739055821923
2012-11-14,GBP,70.8533,69.1761,27.55544667586916
2012-11-14,CAD,13.6409,41.629185714285704,31.57415475772494
2012-11-14,INR,7.0638,69.2384,28.804616614818357
2012-11-14,JPY,8.6135,44.67374285714286,37.948527634189674
2012-11-15,AUD,5.7986,49.2082,35.7874992160205
2012-11-15,GBP,15.797,58.887185714285714,32.44620992429516
2012-11-15,CAD,23.6717,36.47611428571428,31.0645517580961
2012-11-15,INR,74.6414,69.83755714285715,28.87748163874741
2012-11-15,JPY,10.461,46.006657142857144,36.29190533736402
2012-11-16,AUD,22.0446,45.77091428571429,37.26034779639202
2012-11-16,GBP,82.8473,60.10774285714285,33.27295780414167
2012-11-16,CAD,61.7187,40.883157142857144,32.30025014567008
2012-11-16,INR,61.3225,68.01955714285714,28.96863811428134
2012-11-16,JPY,89.5973,50.224742857142864,39.750084846150855
2012-11-17,AUD,64.8863,40.84937142857143,30.70426609288
2012-11-17,GBP,59.3429,56.876242857142856,31.865225078751994
2012-11-17,CAD,39.434,38.80177142857143,31.779089568861423
2012-11-17,INR,92.9684,71.163,30.49507223476174
2012-11-17,JPY,8.7883,41.322428571428574,41.244538249474694
2012-11-18,AUD,88.2272,50.59158571428571,33.673480564406006
2012-11-18,GBP,36.4614,49.80101428571429,29.752352303329378
2012-11-18,CAD,53.302,32.76197142857142,21.56590739011579
2012-11-18,INR,14.1228,60.8104,36.15942368719395
2012-11-18,JPY,35.8891,45.4531,38.5939729317502
2012-11-19,AUD,2.2329,37.30591428571429,31.394263356884604
2012-11-19,GBP,97.981,62.6052,28.186432822429573
2012-11-19,CAD,45.631,34.028771428571424,22.094106150111255
2012-11-19,INR,68.9781,57.132485714285714,33.33403447321418
2012-11-19,JPY,61.694,44.05537142857143,37.660233606184406
2012-11-20,AUD,17.3857,33.218385714285716,31.931956383505437
2012-11-20,GBP,84.5457,63.97551428571428,29.105012942185123
2012-11-20,CAD,77.0184,44.916671428571426,21.768614706323945
2012-11-20,INR,78.9575,56.864928571428564,33.11894252758861
2012-11-20,JPY,75.2724,41.47365714285714,34.176495252285946
2012-11-21,AUD,37.0304,33.94367142857143,31.95608449981077
2012-11-21,GBP,97.1465,67.73168571428572,31.719760561592583
2012-11-21,CAD,64.063,52.11982857142857,17.646742980572434
2012-11-21,INR,15.723,58.101957142857145,31.04561248297189
2012-11-21,JPY,54.0736,47.967957142857145,31.069637031184072
2012-11-22,AUD,9.5582,34.48075714285714,31.431499494872803
2012-11-22,GBP,91.2857,78.51578571428571,22.658190496921097
2012-11-22,CAD,63.7818,57.849842857142846,12.6841064546486
2012-11-22,INR,93.9211,60.856199999999994,33.51451719190759
2012-11-22,JPY,99.1463,60.63728571428572,31.307086018526718
2012-11-23,AUD,55.7104,39.29015714285714,31.78511810008246
2012-11-23,GBP,81.0131,78.25375714285714,22.610305649552686
2012-11-23,CAD,82.5457,60.82512857142857,15.802269711311995
2012-11-23,INR,65.6601,61.475857142857144,33.564637567776494
2012-11-23,JPY,48.4363,54.75714285714285,28.7197692500513
2012-11-24,AUD,72.4163,40.36587142857143,32.90349798697772
2012-11-24,GBP,50.2993,76.96181428571428,24.081468917159075
2012-11-24,CAD,74.6851,65.86099999999999,13.261905263447902
2012-11-24,INR,63.1694,57.218857142857146,30.669590963300983
2012-11-24,JPY,61.8094,62.331585714285715,20.34676632648944
2012-11-25,AUD,51.5359,35.12425714285715,26.26017962015599
2012-11-25,GBP,47.6088,78.5543,21.146578471626803
2012-11-25,CAD,1.1363,58.408757142857134,27.982362394840642
2012-11-25,INR,96.8287,69.0339857142857,27.01305711111014
2012-11-25,JPY,4.3276,57.822799999999994,28.88742133218774
2012-11-26,AUD,55.334,42.71012857142858,22.588184287492304
2012-11-26,GBP,72.4392,74.90547142857143,19.364343572032528
2012-11-26,CAD,72.6881,62.27405714285714,27.7912467555798
2012-11-26,INR,14.8977,61.30821428571428,33.8899026886785
2012-11-26,JPY,38.3977,54.49475714285715,29.697687629109975
2012-11-27,AUD,91.8982,53.354771428571425,25.969010871723928
2012-11-27,GBP,71.3196,73.01602857142856,18.906794716337224
2012-11-27,CAD,38.445,56.763571428571424,28.201626802232212
2012-11-27,INR,87.3176,62.50251428571429,34.7518810451765
2012-11-27,JPY,32.2605,48.35020000000001,29.126387159298243
2012-11-28,AUD,23.6737,51.446671428571435,27.79488002394893
2012-11-28,GBP,99.3399,73.32937142857143,19.385478190621207
2012-11-28,CAD,97.0263,61.47261428571427,32.105478732579215
2012-11-28,INR,87.1286,72.70331428571428,28.681836044753098
2012-11-28,JPY,76.3185,51.52804285714285,31.007677206559528
2012-11-29,AUD,13.4237,51.99888571428572,26.846166289275452
2012-11-29,GBP,1.4782,60.49972857142857,31.471530883944123
2012-11-29,CAD,28.1013,56.3754,34.42627802532055
2012-11-29,INR,71.9504,69.56464285714286,27.13331271806289
2012-11-29,JPY,75.8127,48.19467142857143,25.862852633762476
2012-11-30,AUD,12.5545,45.833757142857145,30.551384094552205
2012-11-30,GBP,71.8757,59.194385714285715,30.657871245485442
2012-11-30,CAD,59.8688,53.13584285714285,32.57009835252051
2012-11-30,INR,9.8372,61.589942857142866,35.41245319807982
2012-11-30,JPY,68.936,51.123200000000004,27.029099280590184
2012-12-01,AUD,63.6618,44.58311428571428,29.440848026250226
2012-12-01,GBP,33.9141,56.85364285714286,32.04436292573456
2012-12-01,CAD,83.0127,54.3255,33.62344658285349
2012-12-01,INR,27.0438,56.42914285714285,37.7022443054282
2012-12-01,JPY,94.6173,55.810042857142854,31.64176996765813
2012-12-02,AUD,51.0129,44.508399999999995,29.42091952619202
2012-12-02,GBP,40.2909,55.80822857142857,32.51218814074267
2012-12-02,CAD,61.9595,63.01452857142857,24.09671276825358
2012-12-02,INR,16.3763,44.935942857142855,35.53450396895286
2012-12-02,JPY,78.4906,66.40475714285715,22.67685896208278
2012-12-03,AUD,61.0201,45.320699999999995,29.845063346947907
2012-12-03,GBP,39.6994,51.13111428571428,32.072915955128906
2012-12-03,CAD,36.9148,57.904057142857134,25.458164431007038
2012-12-03,INR,31.8556,47.3585,33.674727634285865
2012-12-03,JPY,53.014,68.4928,20.206588284352637
2012-12-04,AUD,95.3066,45.80761428571429,30.745823377624728
2012-12-04,GBP,97.3119,54.8443,36.056916590070955
2012-12-04,CAD,45.112,58.85648571428571,24.722934011926995
2012-12-04,INR,92.3604,48.0789,34.71006622758499
2012-12-04,JPY,28.3865,67.93937142857143,21.383128141419927
2012-12-05,AUD,59.6285,50.94401428571429,29.40595862691941
2012-12-05,GBP,28.0601,44.661471428571424,31.124246631242027
2012-12-05,CAD,54.9247,52.84197142857142,18.132127741453367
2012-12-05,INR,61.8359,44.46565714285714,31.09587190297441
2012-12-05,JPY,57.8177,65.2964,21.31810797483374
2012-12-06,AUD,0.6053,49.11281428571429,32.38055366617588
2012-12-06,GBP,18.7495,47.1288,27.617427258466105
2012-12-06,CAD,17.6683,51.35154285714286,20.74520441104865
2012-12-06,INR,20.8379,37.163871428571426,29.52785913843146
2012-12-06,JPY,73.6256,64.98395714285715,21.153683796355512
2012-12-07,AUD,30.9069,51.73458571428571,29.54609592926669
2012-12-07,GBP,19.9877,39.71622857142857,26.820205298662053
2012-12-07,CAD,83.6832,54.7536,24.062264617307633
2012-12-07,INR,98.318,49.80398571428571,34.41424084510313
2012-12-07,JPY,53.8835,62.8336,21.44801188952804
2012-12-08,AUD,14.6262,44.72950000000001,31.96118994608931
2012-12-08,GBP,9.6506,36.250014285714286,29.16080505486935
2012-12-08,CAD,50.3859,50.09262857142857,20.584715037110655
2012-12-08,INR,92.7082,59.18461428571429,36.08511244411973
2012-12-08,JPY,88.3121,61.932857142857145,19.972373823096905
2012-12-09,AUD,72.3004,47.77057142857143,33.62797094640682
2012-12-09,GBP,74.5354,41.14208571428571,32.61909147158191
2012-12-09,CAD,47.9204,48.087042857142855,19.90863414039729
2012-12-09,INR,16.6017,59.216814285714285,36.04061967611126
2012-12-09,JPY,6.0467,51.58372857142857,27.36404810797765
2012-12-10,AUD,20.716,42.01284285714286,34.422333688893374
2012-12-10,GBP,14.5322,37.546771428571425,34.1554081919547
2012-12-10,CAD,30.3733,47.152542857142855,20.65981172799483
2012-12-10,INR,33.7431,59.48645714285715,35.80810597536346
2012-12-10,JPY,76.2613,54.904771428571436,28.93233009620407
2012-12-11,AUD,16.1648,30.70687142857143,25.95670812164708
2012-12-11,GBP,90.9207,36.633742857142856,32.32806253174151
2012-12-11,CAD,97.6581,54.65912857142856,28.027286131477588
2012-12-11,INR,96.9294,60.13917142857143,36.54134261471131
2012-12-11,JPY,42.8341,56.968714285714285,27.188054108157452
2012-12-12,AUD,90.8465,35.166585714285716,33.37562769444335
2012-12-12,GBP,47.6655,39.434514285714286,32.31074081475221
2012-12-12,CAD,27.9519,50.80587142857143,29.783790342215504
2012-12-12,INR,61.5065,60.09211428571429,36.53900545870716
2012-12-12,JPY,0.911,48.83918571428571,34.43414881521098
2012-12-13,AUD,6.0008,35.93737142857143,32.49512003305081
2012-12-13,GBP,47.5753,43.55248571428571,31.047282723905077
2012-12-13,CAD,28.9877,52.422928571428564,27.93467036549831
2012-12-13,INR,86.1347,69.42022857142857,33.01217057913214
2012-12-13,JPY,34.1137,43.19462857142857,32.898100367585265
2012-12-14,AUD,75.0723,42.24671428571428,35.50394179113208
2012-12-14,GBP,87.3513,53.17585714285714,32.90991403497621
2012-12-14,CAD,94.8666,54.020557142857136,30.24474776926057
2012-12-14,INR,40.5987,61.17461428571429,31.776533975793598
2012-12-14,JPY,58.6763,43.879314285714294,33.20607038602171
2012-12-15,AUD,65.1953,49.470871428571435,34.062699413861026
2012-12-15,GBP,3.8384,52.34554285714286,34.23761422280361
2012-12-15,CAD,10.2793,48.29104285714286,34.54167558181748
2012-12-15,INR,89.9613,60.7822,31.3361266291268
2012-12-15,JPY,11.2315,32.8678,28.456668422181775
2012-12-16,AUD,50.6639,46.37994285714285,32.59592002714743
2012-12-16,GBP,77.0723,52.70795714285714,34.52387752458952
2012-12-16,CAD,87.8997,54.002371428571415,37.63672306443601
2012-12-16,INR,79.5217,69.77077142857142,24.91789303029152
2012-12-16,JPY,29.075,36.157557142857144,26.070252135199137
2012-12-17,AUD,90.8647,56.40118571428571,34.13757097092239
2012-12-17,GBP,30.0085,54.91885714285714,32.08075509677919
2012-12-17,CAD,57.0949,57.819742857142856,36.167116699651245
2012-12-17,INR,18.2376,67.5557,29.0078645005684
2012-12-17,JPY,47.4922,32.04768571428571,20.33008818552998
2012-12-18,AUD,0.6386,54.18315714285715,37.52400162064531
2012-12-18,GBP,20.2722,44.826214285714286,29.906178761388
2012-12-18,CAD,64.0983,53.025485714285715,31.98904304937495
2012-12-18,INR,19.2217,56.45459999999999,30.712260236860935
2012-12-18,JPY,28.4214,29.98872857142857,19.777946460280223
2012-12-19,AUD,40.6878,47.017628571428574,33.97747916575106
2012-12-19,GBP,77.8542,49.13888571428571,32.452194383093655
2012-12-19,CAD,87.3451,61.51022857142857,32.10661522172207
2012-12-19,INR,35.1546,52.69004285714285,31.592252864051858
2012-12-19,JPY,89.276,42.6123,25.498324658690798
2012-12-20,AUD,30.8677,50.57004285714286,30.046954861674827
2012-12-20,GBP,79.3844,53.68304285714286,34.36730594333599
2012-12-20,CAD,96.7603,71.19202857142857,30.85908931021321
2012-12-20,INR,16.5777,42.753328571428575,30.229154872446948
2012-12-20,JPY,63.4738,46.806599999999996,26.27044687876474
2012-12-21,AUD,49.6829,46.94298571428572,28.06318641770321
2012-12-21,GBP,55.2049,49.09069999999999,31.11218284027443
2012-12-21,CAD,67.7491,67.31809999999999,29.040252309280437
2012-12-21,INR,84.6233,49.04255714285715,34.04502444508144
2012-12-21,JPY,31.0679,42.86254285714285,26.263872739427754
2012-12-22,AUD,44.3928,43.971199999999996,26.884910543400853
2012-12-22,GBP,38.505,54.04307142857143,24.83415670789692
2012-12-22,CAD,81.8258,77.53902857142857,14.638957800644423
2012-12-22,INR,72.6469,46.56907142857143,31.076187830487136
2012-12-22,JPY,83.8079,53.230599999999995,26.020085845810247
2012-12-23,AUD,23.3902,40.07495714285715,27.716754434989735
2012-12-23,GBP,15.9296,45.308400000000006,26.10441207069537
2012-12-23,CAD,43.232,71.15792857142857,18.575943894431003
2012-12-23,INR,11.2178,36.81137142857143,29.697711464225375
2012-12-23,JPY,5.1494,49.81265714285714,30.845857779711544
2012-12-24,AUD,79.9596,38.51708571428571,24.50683194229916
2012-12-24,GBP,89.1326,53.7547,29.652812281299738
2012-12-24,CAD,98.5239,77.07635714285713,19.901118862001816
2012-12-24,INR,56.1369,42.22555714285714,29.197664341853205
2012-12-24,JPY,92.0435,56.177128571428575,34.64899167391526
2012-12-25,AUD,77.4557,49.49095714285714,21.76374621037298
2012-12-25,GBP,27.3312,54.763128571428574,28.41871656102216
2012-12-25,CAD,79.5037,79.27712857142856,19.060803820643248
2012-12-25,INR,21.703,42.58002857142857,28.885232606513373
2012-12-25,JPY,23.8321,55.52151428571428,35.299025808626745
2012-12-26,AUD,38.847,49.227985714285715,21.898546621593308
2012-12-26,GBP,36.9817,48.9242,27.04955551125871
2012-12-26,CAD,15.1816,68.96805714285713,30.21889970856304
2012-12-26,INR,7.7374,38.66328571428571,31.774270593329085
2012-12-26,JPY,30.8835,47.179728571428576,32.80420719464269
2012-12-27,AUD,13.5314,46.751371428571424,25.07152726611832
2012-12-27,GBP,46.2261,44.1873,23.496308676187116
2012-12-27,CAD,21.176,58.17029999999999,32.079646832220604
2012-12-27,INR,29.3101,40.4822,30.643584083349907
2012-12-27,JPY,74.9054,48.81281428571429,34.01284896380723
2012-12-28,AUD,83.2559,51.54751428571428,28.677676332670842
2012-12-28,GBP,60.1471,44.89332857142857,23.952374622412293
2012-12-28,CAD,87.0385,60.92592857142857,33.8208209670569
2012-12-28,INR,79.5838,39.762271428571424,29.470453582512942
2012-12-28,JPY,36.0693,49.527300000000004,33.62832415365556
2012-12-29,AUD,42.5462,51.28371428571428,28.76282701778048
2012-12-29,GBP,73.8741,49.946057142857136,26.02134191023829
2012-12-29,CAD,91.9889,62.37779999999999,35.06288550362051
2012-12-29,INR,96.7289,43.20255714285714,34.86161886683108
2012-12-29,JPY,50.3298,44.74471428571428,30.14011086959416
2012-12-30,AUD,66.4815,57.43961428571428,26.30418257637804
2012-12-30,GBP,93.1216,60.97348571428571,25.555300451597702
2012-12-30,CAD,88.0097,68.77461428571428,35.07238621282318
2012-12-30,INR,86.5485,53.96408571428571,34.969432872220914
2012-12-30,JPY,62.3489,52.91607142857142,24.917459065797928
2012-12-31,AUD,72.4314,56.36415714285714,25.367195850603167
2012-12-31,GBP,98.9209,62.37181428571428,27.543370530518413
2012-12-31,CAD,17.8134,57.244542857142854,36.88238328094944
2012-12-31,INR,46.2884,52.55715714285714,35.06543004550483
2012-12-31,JPY,2.273,40.09171428571428,24.521401067871864
2013-01-01,AUD,46.9232,52.00237142857143,23.70678532015075
2013-01-01,GBP,21.7439,61.57362857142857,28.781205174367678
2013-01-01,CAD,56.2934,53.9287857142857,35.56762586235921
2013-01-01,INR,52.7923,56.99848571428572,32.37155332610353
2013-01-01,JPY,81.2186,48.28978571428571,27.58133942779844
2013-01-02,AUD,69.9618,56.44734285714286,23.746027392236762
2013-01-02,GBP,88.3549,68.91265714285714,28.004734104543694
2013-01-02,CAD,99.4772,65.97101428571429,34.51700744393643
2013-01-02,INR,85.5275,68.11135714285714,25.20014384587636
2013-01-02,JPY,76.2188,54.766257142857135,28.130114317924935
2013-01-03,AUD,22.2009,57.68584285714286,21.22713052823812
2013-01-03,GBP,60.1251,70.89822857142858,26.584878602488487
2013-01-03,CAD,6.9862,63.94389999999999,37.84264235506467
2013-01-03,INR,82.1774,75.66382857142857,18.723072807609626
2013-01-03,JPY,93.531,57.427057142857144,31.078881378725
2013-01-04,AUD,66.2678,55.25897142857143,18.628565226439626
2013-01-04,GBP,91.4491,75.36994285714286,27.10262155892292
2013-01-04,CAD,75.9685,62.362471428571425,36.93714824805847
2013-01-04,INR,67.2697,73.90467142857143,18.871289982644292
2013-01-04,JPY,8.2298,53.44998571428572,35.70452316511308
2013-01-05,AUD,71.2739,59.362928571428576,18.525238570278013
2013-01-05,GBP,98.4243,78.87711428571428,28.432600565807647
2013-01-05,CAD,59.4668,57.71645714285713,34.55835409399863
2013-01-05,INR,21.6559,63.17995714285714,24.291993687897662
2013-01-05,JPY,42.6868,52.35812857142857,35.931980626303485
2013-01-06,AUD,70.8987,59.993957142857134,18.879968963503597
2013-01-06,GBP,22.0195,68.71967142857143,34.54017964833202
2013-01-06,CAD,43.9629,51.42405714285714,32.04163622818793
2013-01-06,INR,72.826,61.2196,22.585622604657203
2013-01-06,JPY,79.1697,54.761100000000006,37.24976138022008
2013-01-07,AUD,73.6787,60.172142857142866,19.02226467229544
2013-01-07,GBP,58.9084,63.003600000000006,31.920674054652018
2013-01-07,CAD,94.7712,62.41802857142857,31.788953476992326
2013-01-07,INR,69.5917,64.54864285714287,21.718792673616242
2013-01-07,JPY,77.4831,65.5054,29.660515567164442
2013-01-08,AUD,53.5254,61.11531428571429,18.409675974645253
2013-01-08,GBP,43.1564,66.06252857142857,28.10582913541334
2013-01-08,CAD,75.9411,65.22484285714286,32.0245747295655
2013-01-08,INR,6.7519,57.971442857142854,30.902186276047303
2013-01-08,JPY,81.1,65.48845714285714,29.65007585082251
2013-01-09,AUD,72.6738,61.50274285714287,18.65379582988029
2013-01-09,GBP,39.0617,59.02064285714287,27.762695675663856
2013-01-09,CAD,74.4724,61.65272857142856,28.799345072513642
2013-01-09,INR,42.1263,51.77127142857143,28.72950889049532
2013-01-09,JPY,21.9222,57.73180000000001,33.25778199945594
2013-01-10,AUD,34.2144,63.21895714285714,14.532639452723638
2013-01-10,GBP,62.1361,59.307928571428576,27.78642397267141
2013-01-10,CAD,3.2447,61.11822857142857,29.993005527495615
2013-01-10,INR,6.9667,41.02688571428571,29.515906113169393
2013-01-10,JPY,68.6554,54.17814285714286,29.960594519682996
2013-01-11,AUD,3.1789,54.20625714285715,26.75225020659368
2013-01-11,GBP,67.7004,55.91525714285715,24.458533899429135
2013-01-11,CAD,52.5932,57.7789,29.358616074672213
2013-01-11,INR,76.0111,42.27565714285714,30.960798383001347
2013-01-11,JPY,79.2297,64.32098571428571,23.02901365389826
2013-01-12,AUD,81.4861,55.66514285714286,28.08345986405863
2013-01-12,GBP,80.271,53.32192857142858,19.699514786724595
2013-01-12,CAD,53.8744,56.97998571428571,29.38111154156862
2013-01-12,INR,31.7684,43.7203,30.06117467271256
2013-01-12,JPY,14.2518,60.25884285714285,29.17016499112624
2013-01-13,AUD,16.1155,47.838971428571426,30.64706233859478
2013-01-13,GBP,97.8678,64.15740000000001,20.45754072992812
2013-01-13,CAD,80.4279,62.18927142857142,29.916277210448204
2013-01-13,INR,9.3464,34.651785714285715,29.38481156847468
2013-01-13,JPY,62.8989,57.93444285714286,28.0384280645247
2013-01-14,AUD,50.4098,44.51484285714285,28.56869893052284
2013-01-14,GBP,47.8964,62.58425714285714,21.333113959121352
2013-01-14,CAD,63.1832,57.6767,26.352623433856987
2013-01-14,INR,98.1453,38.73087142857143,36.228347716703595
2013-01-14,JPY,25.3698,50.48968571428571,28.888451544658743
2013-01-15,AUD,29.7664,41.1207,28.73066984379815
2013-01-15,GBP,99.4128,70.62088571428572,23.300209768042084
2013-01-15,CAD,33.5255,51.617328571428565,26.329466542242155
2013-01-15,INR,50.4416,44.972257142857146,33.458335658689386
2013-01-15,JPY,29.5098,43.11965714285714,26.2367389100257
2013-01-16,AUD,73.7667,41.27682857142857,28.932971104244494
2013-01-16,GBP,5.8814,65.88084285714287,32.39172068856781
