año,Folio,Género,Edad,Municipio de residencia,Estado ,Pais,Grado máximo de estudios,Ocupación,1. ¿En dónde percibe Usted que existe más corrupción? (seleccione 1),4. ¿Con qué frecuencia ha participado en actos de corrupción,4. ¿Con qué frecuencia he experimentado en un acto de corrupción?(seleccione 1),Identificación qué es corrupción [N5. La corrupción es que un servidor público se aproveche de su poder para obtener un beneficio propio],Identificación qué es corrupción [N6. La corrupción es que un particular se aproveche de su poder para obtener un beneficio propio],Identificación qué es corrupción [N7. Para que exista corrupción se requiere del corrupto y del corruptor],Identificación qué es corrupción [N8. Corrupción es que un particular soborne al servidor público],Identificación qué es corrupción [N9. Me queda claro qué es la corrupción],Prom Ident,Causas de la corrupción [N10. La ambición es la causa de la corrupción],Causas de la corrupción [N11. La falta de ética es causa de la corrupción],Causas de la corrupción [N12. Los vínculos de los servidores públicos con los delincuentes son causa de la corrupción],Causas de la corrupción [N13. La falta de sanciones a servidores públicos corruptos hace que la corrupción siga creciendo],Causas de la corrupción [N14. La corrupción es causada por intereses políticos],Causas de la corrupción [N15. La corrupción es causada por intereses personales],Combate [N16. La corrupción hace que existan menos recursos públicos para atender programas sociales],Promedio comb,Acciones para combatir la corrupción [N17. Para disminuir la corrupción es necesario sancionar a los corruptores],Acciones para combatir la corrupción [N18. Para disminuir la corrupción es necesario sancionar a los corruptos],Acciones para combatir la corrupción [N19. Para disminuir la corrupción es necesario incorporar en el sistema educativo materias para educar en una cultura anticorrupción],Acciones para combatir la corrupción [N20. Para disminuir la corrupción es necesario incentivar/motivar la denuncia],Acciones para combatir la corrupción [N21. Para disminuir la corrupción es necesario fortalecer los canales para la denuncia anónima],Acciones para combatir la corrupción [N22. Para disminuir la corrupción es necesario proteger al denunciante],Acciones para combatir la corrupción [N23. Para disminuir la corrupción es necesario dar a conocer los canales de denuncia],Acciones para combatir la corrupción [N24. Para disminuir la corrupción es necesario que la ciudadanía vigile el actuar de la autoridad],Acciones para combatir la corrupción [N25. Para disminuir la corrupción es necesario crear canales accesibles de denuncia],Prom acciones,2. ¿Ha participado en un acto de corrupción?,3. ¿Qué actores deben combatir la corrupción? [a. El Pre1dente de la República es la persona que debe combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [b. El Gobernador es la persona que debe combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [c. El Pre1dente Municipal es la persona que debe combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [d. Yo soy la persona que debe combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [e. Los trán1tos son las personas que deben combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [f. La ciudadanía es quien debe combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [g. Los policías son las personas que deben combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [h. Los diputados locales y federales son las personas que deben combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [i. Los senadores son las personas que deben de combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [j. Los empresarios son las personas que debe combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [k. Los medios de comunicación son los que deben combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [l. Los académicos e investigadores son los que deben combatir la corrupción],3. ¿Qué actores deben combatir la corrupción? [m. El Comité de Participación Ciudadana del 1stema Estatal debe combatir la corrupción]
2020,323,Hombre,43,León de los aldamas,Guanajuato,México,Maestría,Trabajador ,En las autoridades estatales,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,5,4,4,3,4.2,4,5,4,5,4,4,5,4.428571429,5,4,4,3,3,4,4,5,5,4.1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,324,Hombre,57,León de los aldamas,Guanajuato,México,Licenciatura,Comerciante,En las autoridades federales,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,4,4,4,4,4,4,4,4,4,4,3,4,5,4,5,5,5,5,4,5,5,5,5,4.9,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,325,Mujer,42,León de los aldamas,Guanajuato,México,Licenciatura,Comerciante,En todas las anteriores,No deseo Contestar,Algunas veces he experimentado la corrupción,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,326,Mujer,52,León de los aldamas,Guanajuato,México,Maestría,Desempleado,En las autoridades federales,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,4,4,4,5,4.4,4,4,4,4,4,4,5,4.142857143,5,4,5,4,4,5,5,5,5,4.7,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,327,Prefiero no decirlo,37,San Luis de la Paz,Guanajuato,México,Licenciatura,Desempleado,En todas las anteriores,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,2,4,4,4,3.8,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4.9,1,1,1,1,1,1,1,1,1,1,1,1,0,1
2020,328,Mujer,52,León de los aldamas,Guanajuato,México,Licenciatura,Comerciante,En las autoridades federales,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,1,2,1,1,2,1.4,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1.7,0,1,1,1,0,1,1,1,1,1,1,0,0,0
2020,329,Mujer,49,Guanajuato,Guanajuato,México,Licenciatura,Trabajador ,En las autoridades federales,No deseo Contestar,Algunas veces he experimentado la corrupción,1,2,2,2,2,1.8,2,2,1,2,2,2,2,1.857142857,2,2,2,2,2,2,2,2,2,2.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1
2020,330,Mujer,48,León de los aldamas,Guanajuato,México,Maestría,Trabajador ,En las autoridades federales,No he participado en actos de corrupción,perdidos,5,4,5,5,5,4.8,4,5,5,5,5,5,5,4.857142857,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,331,Hombre,25,León de los aldamas,Guanajuato,México,Preparatoria/bachillerato,Desempleado,En las autoridades estatales,No he participado en actos de corrupción,perdidos,5,5,1,5,5,4.2,5,5,4,5,4,4,5,4.571428571,5,5,3,5,5,5,5,5,5,4.8,0,1,1,1,0,0,0,1,1,1,1,0,0,0
2020,332,Mujer,40,León de los aldamas,Guanajuato,México,Licenciatura,Trabajador ,En todas las anteriores,No deseo Contestar,Algunas veces he experimentado la corrupción,5,5,5,5,5,5,5,5,3,5,5,5,5,4.714285714,5,5,4,4,4,4,4,4,4,4.2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,333,Mujer,45,León de los aldamas,Guanajuato,México,Licenciatura,Hogar,En las autoridades federales,En algunas ocasiones he participado en actos de corrupción,perdidos,2,3,1,4,5,3,1,5,4,4,3,3,4,3.428571429,5,5,5,5,5,5,5,5,5,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,334,Mujer,50,León de los aldamas,Guanajuato,México,Licenciatura,Trabajador ,En las autoridades federales,No deseo Contestar,Algunas veces he experimentado la corrupción,5,5,5,2,4,4.2,4,5,4,3,4,4,5,4.142857143,4,4,4,4,4,3,4,4,4,3.9,0,1,1,1,1,1,1,1,1,1,1,0,0,1
2020,335,Mujer,36,Dolores Hidalgo C.I.N.,Guanajuato,México,Licenciatura,Empresario,En todas las anteriores,No deseo Contestar,Es poco usual que experimente actos de corrupción,1,1,1,1,1,1,4,4,5,4,4,4,5,4.285714286,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,336,Mujer,41,León de los aldamas,Guanajuato,México,Maestría,Empresario,En las autoridades federales,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,2,2,2,2,2,2,5,5,5,5,4,4,5,4.714285714,4,4,4,4,4,4,4,4,4,4.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,337,Mujer,42,León de los aldamas,Guanajuato,México,Licenciatura,Trabajador ,En los Partidos políticos,No he participado en actos de corrupción,perdidos,5,5,5,5,5,5,5,5,5,5,5,5,4,4.857142857,5,5,4,5,5,5,5,5,5,4.9,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,338,Mujer,46,San Luis de la Paz,Guanajuato,México,Secundaria,Hogar,En todas las anteriores,No he participado en actos de corrupción,perdidos,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,339,Mujer,56,San Diego de la Unión,Guanajuato,México,Licenciatura,Empresario,En todas las anteriores,En algunas ocasiones he participado en actos de corrupción,perdidos,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,340,Mujer,53,Guanajuato,Guanajuato,México,Maestría,Profesionista independiente,En las autoridades municipales,No he participado en actos de corrupción,perdidos,5,5,3,4,5,4.4,5,5,5,4,4,5,4,4.571428571,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,341,Mujer,39,Guanajuato,Guanajuato,México,Preparatoria/bachillerato,Trabajador ,En las autoridades municipales,No he participado en actos de corrupción,perdidos,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1.1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,342,Mujer,18,Guanajuato,Guanajuato,México,Preparatoria/bachillerato,Estudiante,En todas las anteriores,No he participado en actos de corrupción,perdidos,4,4,4,4,4,4,3,5,4,5,5,4,4,4.285714286,5,4,5,4,5,5,5,5,5,4.8,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,343,Mujer,21,Dolores Hidalgo C.I.N.,Guanajuato,México,Licenciatura,Trabajador ,En las autoridades federales,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,1,1,2,1,1,1.2,3,4,3,3,3,4,1,3,1,1,1,2,1,1,1,1,1,1.1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
2020,344,Hombre,56,León de los aldamas,Guanajuato,México,Maestría,Empresario,En las autoridades federales,No deseo Contestar,Algunas veces he experimentado la corrupción,5,2,5,2,5,3.8,3,5,5,5,4,4,5,4.428571429,5,5,5,5,5,5,5,5,5,5.0,0,1,0,0,1,0,1,0,1,0,1,1,0,0
2020,345,Mujer,33,Guanajuato,Guanajuato,México,Licenciatura,Empresario,En todas las anteriores,No deseo Contestar,He experimentado corrupción a diario,5,5,5,5,5,5,5,5,5,5,5,5,4,4.857142857,5,5,5,5,5,4,5,5,5,4.9,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2020,346,Mujer,26,Dolores Hidalgo C.I.N.,Guanajuato,México,Licenciatura,Trabajador ,En todas las anteriores,No deseo Contestar,Algunas veces he experimentado la corrupción,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,347,Hombre,41,León de los aldamas,Guanajuato,México,Maestría,Empresario,En todas las anteriores,No he participado en actos de corrupción,perdidos,5,2,5,5,4,4.2,5,5,3,5,4,5,5,4.571428571,5,4,5,5,5,3,5,5,5,4.7,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,348,Mujer,51,Guanajuato,Guanajuato,México,Maestría,Trabajador ,En las autoridades estatales,No deseo Contestar,Algunas veces he experimentado la corrupción,5,5,4,4,5,4.6,4,5,4,5,4,4,5,4.428571429,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,349,Mujer,52,León de los aldamas,Guanajuato,México,Licenciatura,Hogar,En todas las anteriores,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,5,5,3,5,4.6,5,5,4,5,5,5,5,4.857142857,5,5,4,5,5,5,5,3,5,4.7,0,1,1,1,1,1,1,1,1,1,1,1,0,1
2020,350,Mujer,47,León de los aldamas,Guanajuato,México,Maestría,Trabajador ,En las autoridades federales,No deseo Contestar,Nunca he experimentado la corrupción,5,1,4,2,5,3.4,4,4,2,5,3,5,5,4,5,5,4,5,5,4,5,5,5,4.8,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,351,Hombre,37,Salvatierra,Guanajuato,México,Licenciatura,Trabajador ,En las autoridades municipales,No deseo Contestar,Algunas veces he experimentado la corrupción,5,1,5,5,1,3.4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,352,Mujer,65,León de los aldamas,Guanajuato,México,Carrera técnica o comercial,Empresario,En todas las anteriores,No he participado en actos de corrupción,perdidos,5,4,4,4,4,4.2,3,5,5,5,5,5,5,4.714285714,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,353,Mujer,30,San Luis de la Paz,Guanajuato,México,Licenciatura,Empresario,En todas las anteriores,No deseo Contestar,Algunas veces he experimentado la corrupción,1,1,1,1,1,1,1,1,1,1,1,1,5,1.571428571,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,354,Mujer,51,León de los aldamas,Guanajuato,México,Carrera técnica o comercial,Hogar,En las autoridades federales,No deseo Contestar,Algunas veces he experimentado la corrupción,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1.3,0,1,0,1,1,0,1,1,0,0,1,0,0,1
2020,355,Hombre,44,León de los aldamas,Guanajuato,México,Maestría,Empresario,En las autoridades estatales,En algunas ocasiones he participado en actos de corrupción,perdidos,5,5,3,5,5,4.6,4,5,3,5,4,4,5,4.285714286,3,5,5,5,5,5,5,5,5,4.8,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,356,Mujer,43,León de los aldamas,Guanajuato,México,Preparatoria/bachillerato,Comerciante,En las autoridades federales,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,5,5,5,5,5,5,5,5,5,5,4,5,4.857142857,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
2020,357,Mujer,45,León de los aldamas,Guanajuato,México,Preparatoria/bachillerato,Trabajador ,En todas las anteriores,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,4,5,5,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,358,Mujer,18,Dolores Hidalgo C.I.N.,Guanajuato,México,Preparatoria/bachillerato,Estudiante,En todas las anteriores,No he participado en actos de corrupción,perdidos,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,359,Mujer,53,León de los aldamas,Guanajuato,México,Maestría,Trabajador ,En todas las anteriores,No deseo Contestar,He experimentado corrupción a diario,5,5,5,4,5,4.8,5,5,4,5,4,5,5,4.714285714,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,360,Hombre,69,León de los aldamas,Guanajuato,México,Maestría,Empresario,En todas las anteriores,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,5,5,5,5,5,5,5,4,5,4,5,3,4.428571429,5,5,5,5,4,4,4,4,4,4.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,361,Mujer,43,León de los aldamas,Guanajuato,México,Maestría,Trabajador ,En todas las anteriores,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,5,5,5,5,5,2,4,3,4,3,4,4,3.428571429,4,4,5,3,4,4,4,3,4,3.9,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,362,Mujer,38,León de los aldamas,Guanajuato,México,Licenciatura,Hogar,En todas las anteriores,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,5,5,5,5,5,5,4,5,5,5,5,5,4.857142857,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,363,Mujer,43,León de los aldamas,Guanajuato,México,Maestría,Empresario,En las autoridades federales,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,364,Mujer,41,Guanajuato,Guanajuato,México,Licenciatura,Hogar,En todas las anteriores,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,5,4,5,5,4.8,4,5,5,5,4,5,5,4.714285714,5,5,5,5,5,5,5,3,5,4.8,0,1,1,1,1,1,1,1,1,1,0,0,0,0
2020,365,Mujer,40,León de los aldamas,Guanajuato,México,Licenciatura,Hogar,En todas las anteriores,No he participado en actos de corrupción,perdidos,4,4,5,4,4,4.2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3.9,0,1,1,1,1,1,1,1,1,1,1,1,0,0
2020,366,Mujer,33,San Diego de la Unión,Guanajuato,México,Maestría,Trabajador ,En todas las anteriores,No he participado en actos de corrupción,perdidos,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,367,Hombre,33,Guanajuato,Guanajuato,México,Licenciatura,Trabajador ,En las autoridades municipales,No he participado en actos de corrupción,perdidos,5,5,5,5,5,5,5,5,5,5,5,5,2,4.571428571,4,4,5,4,5,4,5,5,5,4.6,0,1,1,1,1,0,1,0,1,1,1,1,1,1
2020,368,Hombre,37,Silao de la Victoria,Guanajuato,México,Maestría,Trabajador ,En todas las anteriores,No deseo Contestar,He experimentado corrupción a diario,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,369,Mujer,45,León de los aldamas,Guanajuato,México,Licenciatura,Hogar,En las autoridades estatales,No deseo Contestar,Algunas veces he experimentado la corrupción,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,370,Hombre,45,León de los aldamas,Guanajuato,México,Licenciatura,Trabajador ,En las autoridades municipales,No he participado en actos de corrupción,perdidos,5,4,5,5,5,4.8,5,5,5,5,3,4,2,4.142857143,5,5,5,5,5,4,5,5,5,4.9,0,0,1,1,1,1,1,1,1,1,1,1,1,1
2020,371,Mujer,50,Irapuato,Guanajuato,México,Licenciatura,Trabajador ,En todas las anteriores,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,5,5,4,4,4.6,4,4,4,5,4,4,4,4.142857143,4,4,3,4,4,4,5,5,5,4.2,1,1,1,1,1,0,1,0,1,1,0,0,0,0
2020,372,Hombre,47,León de los aldamas,Guanajuato,México,Maestría,Empresario,En las autoridades federales,No deseo Contestar,Algunas veces he experimentado la corrupción,1,1,1,1,1,1,1,5,5,5,5,4,5,4.285714286,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,373,Mujer,44,León de los aldamas,Guanajuato,México,Maestría,Trabajador ,En los Partidos políticos,No deseo Contestar,Algunas veces he experimentado la corrupción,5,5,5,5,5,5,5,5,5,5,5,5,3,4.714285714,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,374,Hombre,34,Guanajuato,Guanajuato,México,Licenciatura,Trabajador ,En todas las anteriores,No deseo Contestar,He experimentado corrupción a diario,5,5,5,5,5,5,3,5,3,5,5,5,4,4.285714286,5,5,4,5,5,5,5,5,5,4.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,375,Mujer,36,León de los aldamas,Guanajuato,México,Licenciatura,Hogar,En todas las anteriores,No deseo Contestar,Algunas veces he experimentado la corrupción,5,5,5,5,5,5,4,4,4,5,4,4,5,4.285714286,5,5,5,4,4,4,4,4,4,4.3,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,376,Hombre,39,León de los aldamas,Guanajuato,México,Maestría,Trabajador ,En las autoridades estatales,No deseo Contestar,He experimentado corrupción a diario,5,5,4,5,5,4.8,4,5,4,5,4,4,5,4.428571429,5,5,4,4,5,5,5,5,5,4.8,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,377,Mujer,48,León de los aldamas,Guanajuato,México,Maestría,Trabajador ,En todas las anteriores,No deseo Contestar,Algunas veces he experimentado la corrupción,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,378,Mujer,45,León de los aldamas,Guanajuato,México,Licenciatura,Hogar,En todas las anteriores,No deseo Contestar,He experimentado corrupción a diario,5,5,5,5,5,5,4,5,3,5,3,4,5,4.142857143,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,379,Mujer,45,León de los aldamas,Guanajuato,México,Licenciatura,Empresario,En las autoridades federales,No deseo Contestar,Algunas veces he experimentado la corrupción,1,1,1,1,1,1,2,1,1,1,1,1,1,1.142857143,1,1,1,1,1,1,1,1,1,1.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
2020,380,Mujer,26,Guanajuato,Guanajuato,México,Maestría,Estudiante,En las autoridades municipales,No deseo Contestar,He experimentado corrupción a diario,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,381,Mujer,21,Guanajuato,Guanajuato,México,Preparatoria/bachillerato,Estudiante,En todas las anteriores,No he participado en actos de corrupción,perdidos,5,4,5,5,5,4.8,5,5,5,5,4,5,5,4.857142857,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
2020,382,Hombre,43,León de los aldamas,Guanajuato,México,Maestría,Trabajador ,En todas las anteriores,En algunas ocasiones he participado en actos de corrupción,perdidos,5,5,5,5,5,5,3,5,4,5,5,5,4,4.428571429,5,5,5,5,5,5,5,3,5,4.8,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,383,Hombre,60,León de los aldamas,Guanajuato,México,Maestría,Empresario,En las autoridades federales,En algunas ocasiones he participado en actos de corrupción,perdidos,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,0,0,0,1,1,1
2020,384,Hombre,45,León de los aldamas,Guanajuato,México,Maestría,Trabajador ,En todas las anteriores,No deseo Contestar,Es poco usual que experimente actos de corrupción,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
2020,385,Mujer,55,León de los aldamas,Guanajuato,México,Maestría,Empresario,En todas las anteriores,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,4,4,5,5,5,4.6,4,4,5,5,3,3,4,4,5,5,5,5,5,5,5,4,5,4.9,0,1,1,1,1,1,1,1,1,1,1,0,0,0
2020,386,Mujer,60,León de los aldamas,Guanajuato,México,Maestría,Trabajador ,En todas las anteriores,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,5,5,1,5,4.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,387,Mujer,49,León de los aldamas,Guanajuato,México,Licenciatura,Empresario,En todas las anteriores,En algunas ocasiones he participado en actos de corrupción,perdidos,5,5,5,5,5,5,4,5,5,5,4,5,5,4.714285714,4,4,5,5,4,4,4,4,4,4.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,388,Hombre,44,León de los aldamas,Guanajuato,México,Maestría,Trabajador ,En las autoridades federales,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,1,5,5,4,4,5,5,1,5,1,5,1,3.285714286,5,5,1,5,5,5,5,5,5,4.6,1,1,1,1,1,1,0,1,0,1,1,1,1,0
2020,389,Mujer,26,Celaya,Guanajuato,México,Licenciatura,Estudiante,En todas las anteriores,No deseo Contestar,Algunas veces he experimentado la corrupción,5,3,5,5,5,4.6,5,5,5,5,5,5,2,4.571428571,5,5,3,5,5,5,5,5,5,4.8,0,1,1,1,1,1,1,1,1,1,0,1,0,1
2020,390,Hombre,25,San Francisco del Rincón,Guanajuato,México,Maestría,Trabajador ,En los Partidos políticos,No deseo Contestar,Es poco usual que experimente actos de corrupción,1,2,1,4,1,1.8,1,1,3,3,1,1,1,1.571428571,2,2,2,3,3,5,2,2,2,2.6,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2020,391,Hombre,26,Guanajuato,Guanajuato,México,Licenciatura,Trabajador ,En todas las anteriores,No he participado en actos de corrupción,perdidos,5,5,5,3,5,4.6,5,5,5,5,5,2,4,4.428571429,4,5,3,5,5,5,5,3,5,4.4,0,1,1,1,1,1,1,1,1,1,1,0,0,1
2020,392,Hombre,53,León de los aldamas,Guanajuato,México,Maestría,Empresario,En las autoridades federales,No deseo Contestar,Algunas veces he experimentado la corrupción,5,5,5,5,5,5,3,5,3,5,3,4,5,4,5,5,4,5,5,5,5,5,5,4.9,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,393,Mujer,49,Irapuato,Guanajuato,México,Licenciatura,Hogar,En las autoridades federales,No deseo Contestar,Algunas veces he experimentado la corrupción,5,5,5,5,5,5,5,5,4,5,4,5,5,4.714285714,5,4,5,5,5,5,5,5,5,4.9,0,1,1,1,1,1,1,1,1,1,1,0,0,0
2020,394,Hombre,32,León de los aldamas,Guanajuato,México,Maestría,Empresario,En todas las anteriores,En algunas ocasiones he participado en actos de corrupción,perdidos,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,395,Mujer,35,San Diego de la Unión,Guanajuato,México,Licenciatura,Trabajador ,En todas las anteriores,No he participado en actos de corrupción,perdidos,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4.8,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,396,Mujer,48,León de los aldamas,Guanajuato,México,Licenciatura,Empresario,En las autoridades federales,No deseo Contestar,Me es complicado identificar cuantas veces me he enfrentado a la corrupción,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4.9,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,397,Mujer,47,León de los aldamas,Guanajuato,México,Licenciatura,Comerciante,En todas las anteriores,No he participado en actos de corrupción,perdidos,5,5,5,5,4,4.8,5,4,5,5,2,3,5,4.142857143,5,5,2,5,5,5,5,5,5,4.7,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,398,Hombre,50,León de los aldamas,Guanajuato,México,Maestría,Trabajador ,En las autoridades federales,No deseo Contestar,Algunas veces he experimentado la corrupción,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,399,Mujer,45,León de los aldamas,Guanajuato,México,Maestría,Trabajador ,En las autoridades estatales,No he participado en actos de corrupción,perdidos,1,1,1,1,1,1,5,4,4,4,4,4,5,4.285714286,5,5,5,5,5,5,5,5,5,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
