CVE_ENTIDAD,ENTIDAD,CVE_MUNICIPIO,MUNICIPIO,CVE_LOCALIDAD,LOCALIDAD,INSTITUCION,NOMBRE_INSTITUCION,ESCUELA,NOMBRE_ESCUELA,CV_CONTROL,CONTROL,CV_SUBCONTROL,C_SUBCONTROL,DOMICILIO,MODALIDAD,ESCUELAS_TEC_ESC,ALUMNOS_TEC_ESC,TEC_HOM_ESC,TEC_MUJ_ESC,NI_TEC_TOTAL_ESC,NI_TEC_HOM_ESC,NI_TEC_MUJ_ESC,EGRE_TEC_TOTAL_ESC,EGRE_TEC_HOM_ESC,EGRE_TEC_MUJ_ESC,TITU_TEC_TOTAL_ESC,TITU_TEC_HOM_ESC,TITU_TEC_MUJ_ESC,DOC_TEC_TOTAL_ESC,DOC_TEC_HOMBRES_ESC,DOC_TEC_MUJERES_ESC,ESC_LIC_ESC,ALUMNOS_LIC_ESC,LIC_HOM_ESC,LIC_MUJ_ESC,NI_LIC_TOTAL_ESC,NI_LIC_HOM_ESC,NI_LIC_MUJ_ESC,EGRE_LIC_TOTAL_ESC,EGRE_LIC_HOM_ESC,EGRE_LIC_MUJ_ESC,TITU_LIC_TOTAL_ESC,TITU_LIC_HOM_ESC,TITU_LIC_MUJ_ESC,DOC_LIC_TOTAL_ESC,DOC_LIC_HOMBRES_ESC,DOC_LIC_MUJERES_ESC,ESC_NORMAL_ESC,ALUMNOS_LIC_ESC_NORMAL,NORMAL_HOM_ESC,NORMAL_MUJ_ESC,NI_NORMAL_TOTAL_ESC,NI_NORMAL_HOM_ESC,NI_NORMAL_MUJ_ESC,EGRE_NORMAL_TOTAL_ESC,EGRE_NORMAL_HOM_ESC,EGRE_NORMAL_MUJ_ESC,TITU_NORMAL_TOTAL_ESC,TITU_NORMAL_HOM_ESC,TITU_NORMAL_MUJ_ESC,DOC_NORMAL_TOTAL_ESC,DOC_NORMAL_HOMBRES_ESC,DOC_NORMAL_MUJERES_ESC,ESC_POS_ESC,ALUM_POS_ESC,POS_HOMBRES_ESC,POS_MUJERES_ESC,NI_POS_TOTALES_ESC,NI_POS_HOMBRES_ESC,NI_POS_MUJERES_ESC,EGRE_POS_TOTAL_ESC,EGRE_POS_HOMBRES_ESC,EGRE_POS_MUJERES_ESC,TITU_POS_TOTAL_ESC,TITU_POS_HOMBRES_ESC,TITU_POS_MUJERES_ESC,DOC_POS_TOTAL_ESC,DOC_POS_HOMBRES_ESC,DOC_POS_MUJERES_ESC
11,GUANAJUATO,20,LE”N,1,LE”N DE LOS ALDAMA,11MSU0156W,UNIVERSIDAD DE ESTUDIOS SUPERIORES JUVENTUS,11PSU0238C,UNIVERSIDAD DE ESTUDIOS SUPERIORES JUVENTUS,2,PRIVADO,1,PRIVADO,CALLE EMILIANO ZAPATA 447,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,34,59,0,0,0,54,29,25,0,0,0,22,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,7,5,12,7,5,0,0,0,0,0,0,10,7,3
11,GUANAJUATO,20,LE”N,1,LE”N DE LOS ALDAMA,11MSU0158U,COLEGIO LIBRE DE ESTUDIOS UNIVERSITARIOS,11PSU0242P,COLEGIO LIBRE DE ESTUDIOS UNIVERSITARIOS,2,PRIVADO,1,PRIVADO,CALLE JUSTO SIERRA 521,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,351,124,227,99,36,63,153,49,104,21,5,16,31,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,39,50,38,17,21,37,18,19,0,0,0,14,6,8
11,GUANAJUATO,7,CELAYA,1,CELAYA,11MSU0159T,"UNIVERSIDAD TECNOL”GICA DEL CENTRO DE M…XICO, CAMPUS CELAYA",11PSU0241Q,UNIVERSIDAD TECNOLOGICA DEL CENTRO DE MEXICO,2,PRIVADO,1,PRIVADO,CALLE GASPAR DE ALMANZA 100,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,7,8,0,0,0,4,2,2,0,0,0,15,10,5
11,GUANAJUATO,7,CELAYA,1,CELAYA,11MSU0160I,UNIVERSIDAD SUPERIOR BAJIO,11PSU0245M,UNIVERSIDAD SUPERIOR BAJIO,2,PRIVADO,1,PRIVADO,CALLE ¡LVARO OBREG”N 307,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,21,39,25,11,14,36,19,17,9,3,6,29,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,11,7,18,11,7,26,23,3,0,0,0,6,6,0
11,GUANAJUATO,15,GUANAJUATO,388,ITESG (TECNOL”GICO),11MSU0161H,INSTITUTO TECNOLOGICO SUPERIOR DE GUANAJUATO,11EIT0003D,INSTITUTO TECNOL”GICO SUPERIOR DE GUANAJUATO,1,P⁄BLICO,2,ESTATAL,AVENIDA LOMAS EX-HACIENDA PUENTECILLAS 6,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1039,660,379,312,200,112,109,64,45,30,13,17,54,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,25,PURÕSIMA DEL RINC”N,1,PURÕSIMA DE BUSTOS,11MSU0163F,UNIVERSIDAD VIRTUAL DEL ESTADO DE GUANAJUATO,11ESO0001A,UNIVERSIDAD VIRTUAL DEL ESTADO DE GUANAJUATO,1,P⁄BLICO,2,ESTATAL,CALLE HERMENEGILDO BUSTOS 129,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,7,CELAYA,1,CELAYA,11MSU0164E,CENTRO DE ESTUDIOS SUPERIORES CORNEJO,11PSU0247K,CENTRO DE ESTUDIOS SUPERIORES CORNEJO,2,PRIVADO,1,PRIVADO,NINGUNO FRANCISCO VILLA 118,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,4,16,14,0,14,27,4,23,27,4,23,25,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,15,GUANAJUATO,1,GUANAJUATO,11MSU0166C,INSTITUTO DE FORMACI”N Y DE SERVICIO PROFESIONAL DE CARRERA,11OSU0004P,INSTITUTO DE FORMACI”N Y DE SERVICIO PROFESIONAL DE CARRERA,1,P⁄BLICO,2,ESTATAL,CALLE ALHONDIGA 8,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,7,10,17,7,10,15,7,8,15,7,8,21,13,8
11,GUANAJUATO,35,SANTA CRUZ DE JUVENTINO ROSAS,82,VALENCIA,11MSU0168A,UNIVERSIDAD POLITECNICA DE JUVENTINO ROSAS,11EPO0002C,UNIVERSIDAD POLIT…CNICA DE JUVENTINO ROSAS,1,P⁄BLICO,2,ESTATAL,CALLE HIDALGO 102,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1737,987,750,408,223,185,238,144,94,0,0,0,92,60,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,3,5,3,2,5,3,2,0,0,0,7,6,1
11,GUANAJUATO,2,AC¡MBARO,1,AC¡MBARO,11MSU0169Z,COLEGIO DE ARTE Y MODA,11PSU0253V,COLEGIO DE ARTE Y MODA,2,PRIVADO,1,PRIVADO,AVENIDA UNIVERSIDAD 114,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,7,35,8,0,8,6,2,4,2,0,2,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,37,SILAO DE LA VICTORIA,112,SAN JUAN DE LOS DUR¡N,11MSU0170P,UNIVERSIDAD POLITECNICA DEL BICENTENARIO,11EPO0003B,UNIVERSIDAD POLITECNICA DEL BICENTENARIO,1,P⁄BLICO,2,ESTATAL,AVENIDA CARRETERA ESTATAL SILAO-ROMITA KILOMETRO 2 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1555,781,774,349,183,166,240,114,126,133,57,76,101,58,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,23,P…NJAMO,393,LA LUZ DE PE—A (LA CASUALIDAD),11MSU0171O,UNIVERSIDAD POLITECNICA DE PENJAMO,11EPO0004A,UNIVERSIDAD POLITECNICA DE PENJAMO,1,P⁄BLICO,2,ESTATAL,NINGUNO CARRETERA ESTATAL LIBRE ABASOLO-P…NJAMO KM 4 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1593,794,799,460,237,223,292,121,171,188,71,117,104,62,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,20,LE”N,1,LE”N DE LOS ALDAMA,11MSU0172N,INSTITUTO DE ESTUDIOS SUPERIORES DEL COLEGIO PATRI,11PSU0255T,INSTITUTO DE ESTUDIOS SUPERIORES DEL COLEGIO PATRI,2,PRIVADO,1,PRIVADO,AVENIDA INSURGENTES 727,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,28,SALVATIERRA,27,JANICHO,11MSU0173M,INSTITUTO TECNOLOGICO SUPERIOR DE SALVATIERRA,11EIT0004C,INSTITUTO TECNOLOGICO SUPERIOR DE SALVATIERRA,1,P⁄BLICO,2,ESTATAL,CALLE MANUEL G”MEZ MORIN 300,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1451,772,679,437,240,197,143,71,72,104,41,63,75,46,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,3,SAN MIGUEL DE ALLENDE,1,SAN MIGUEL DE ALLENDE,11MSU0174L,UNIVERSIDAD TECNOLOGICA DE SAN MIGUEL DE ALLENDE,11EUT0006W,UNIVERSIDAD TECNOLOGICA DE SAN MIGUEL DE ALLENDE,1,P⁄BLICO,2,ESTATAL,CALLE CAMINO A SAN JULIAN 8,ESCOLARIZADA,1,625,290,335,351,159,192,255,96,159,255,96,159,64,32,32,1,336,163,173,0,0,0,205,89,116,205,89,116,62,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,13,DOCTOR MORA,1,DOCTOR MORA,11MSU0174L,UNIVERSIDAD TECNOLOGICA DE SAN MIGUEL DE ALLENDE,11XUT0004M,"UNIVERSIDAD TECNOL”GICA DE SAN MIGUEL DE ALLENDE- UNIDAD ACAD…MICA DR. MORA, GUANAJUATO",1,P⁄BLICO,2,ESTATAL,PRIVADA VICENTE FOX 13,ESCOLARIZADA,1,48,40,8,24,21,3,29,17,12,29,17,12,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,9,COMONFORT,1,COMONFORT,11MSU0174L,UNIVERSIDAD TECNOLOGICA DE SAN MIGUEL DE ALLENDE,11XUT0005L,"UNIVERSIDAD TECNOL”GICA DE SAN MIGUEL DE ALLENDE -UNIDAD ACAD…MICA COMONFORT, GUANAJUATO",1,P⁄BLICO,2,ESTATAL,CARRETERA SALIDA A SAN MIGUEL DE ALLENDE 0,ESCOLARIZADA,1,45,21,24,0,0,0,23,10,13,23,10,13,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,11MSU0175K,COLEGIO UNIVERSITARIO BICENTENARIO,11PSU0257R,COLEGIO UNIVERSITARIO BICENTENARIO,2,PRIVADO,1,PRIVADO,CARRETERA DOLORES HIDALGO A GUANAJUATO KM 2 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,24,57,64,16,48,23,9,14,27,14,13,10,4,6
11,GUANAJUATO,7,CELAYA,1,CELAYA,11MSU0176J,"CENTRO UNIVERSITARIO INTERNACIONAL DE MEXICO, CAMP",11PSU0258Q,"CENTRO UNIVERSITARIO INTERNACIONAL DE MEXICO, CAMP",2,PRIVADO,1,PRIVADO,BOULEVARD NINGUNO 1555,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,15,GUANAJUATO,67,MARFIL,11MSU0177I,CENTRO DE ESTUDIOS UNIVERSITARIOS GUANAJUATO,11PSU0259P,CENTRO DE ESTUDIOS UNIVERSITARIOS GUANAJUATO,2,PRIVADO,1,PRIVADO,CALLE ARROYO DE LA BOLSA 15,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,20,LE”N,1,LE”N DE LOS ALDAMA,11MSU0178H,CENTRO UNIVERSITARIO MERIDIANO,11PSU0261D,CENTRO UNIVERSITARIO MERIDIANO,2,PRIVADO,1,PRIVADO,CALZADA DE LOS H…ROES 710,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152,77,75,36,14,22,19,5,14,0,0,0,32,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,39,48,22,13,9,41,12,29,31,10,21,12,10,2
11,GUANAJUATO,31,SAN FRANCISCO DEL RINC”N,1,SAN FRANCISCO DEL RINC”N,11MSU0179G,COLEGIO UNIVERSITARIO DE YAHUALICA,11PSU0262C,COLEGIO UNIVERSITARIO DE YAHUALICA,2,PRIVADO,1,PRIVADO,CALLE FRANCISCO I. MADERO 119,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,65,17,48,46,14,32,20,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,5,38,43,5,38,0,0,0,0,0,0,20,5,15
11,GUANAJUATO,31,SAN FRANCISCO DEL RINC”N,1,SAN FRANCISCO DEL RINC”N,11MSU0179G,COLEGIO UNIVERSITARIO DE YAHUALICA,11PSU0320C,COLEGIO UNIVERSITARIO DE YAHUALICA,2,PRIVADO,1,PRIVADO,BOULEVARD JOSEFA ORTIZ DE DOMÕNGUEZ 427,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,167,42,125,167,42,125,0,0,0,0,0,0,75,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,18,47,65,18,47,0,0,0,0,0,0,18,9,9
11,GUANAJUATO,27,SALAMANCA,609,NINGUNO [UNIVERSIDAD TECNOL”GICA DE SALAMANCA],11MSU0180W,UNIVERSIDAD TECNOLOGICA DE SALAMANCA,11EUT0005X,UNIVERSIDAD TECNOL”GICA DE SALAMANCA,1,P⁄BLICO,2,ESTATAL,AVENIDA UNIVERSIDAD TECNOL”GICA 200,ESCOLARIZADA,1,1270,714,556,625,356,269,512,293,219,512,293,219,102,59,43,1,828,468,360,0,0,0,380,207,173,380,207,173,36,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,3,SAN MIGUEL DE ALLENDE,1,SAN MIGUEL DE ALLENDE,11MSU0183T,UNIVERSIDAD ALLENDE,11PSU0267Y,UNIVERSIDAD ALLENDE,2,PRIVADO,1,PRIVADO,CALLE CAMINO A SAN JULIAN 2,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,15,46,0,0,0,20,6,14,10,5,5,30,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,20,LE”N,1,LE”N DE LOS ALDAMA,11MSU0184S,ESCUELA BANCARIA Y COMERCIAL CAMPUS LEON,11PSU0268X,ESCUELA BANCARIA Y COMERCIAL CAMPUS LEON,2,PRIVADO,1,PRIVADO,BOULEVARD PASEO DEL JUNCAL 111,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,523,284,239,120,69,51,112,54,58,132,58,74,75,44,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,28,SALVATIERRA,1,SALVATIERRA,11MSU0186Q,COMPLEJO ESCOLAR INTERACTIVO DEL BAJIO,11PSU0110Y,COMPLEJO ESCOLAR INTERACTIVO DEL BAJÕO,2,PRIVADO,1,PRIVADO,CALLE MIGUEL HIDALGO 411,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,21,51,19,5,14,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1
11,GUANAJUATO,7,CELAYA,1,CELAYA,11MSU0186Q,COMPLEJO ESCOLAR INTERACTIVO DEL BAJIO,11PSU0270L,COMPLEJO ESCOLAR INTERACTIVO DEL BAJÕO,2,PRIVADO,1,PRIVADO,BOULEVARD ADOLFO L”PEZ MATEOS 1123,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,23,23,10,0,10,12,3,9,0,0,0,16,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,4,1,1,0,0,0,0,0,0,0,1,0,1
11,GUANAJUATO,9,COMONFORT,1,COMONFORT,11MSU0187P,INSTITUTO UNIVERSITARIO NARCISO BASSOLS,11PSU0273I,INSTITUTO UNIVERSITARIO NARCISO BASSOLS,2,PRIVADO,1,PRIVADO,NINGUNO LA JOYA 23,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,5,3,0,3,1,1,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,20,LE”N,1,LE”N DE LOS ALDAMA,11MSU0188O,"UNIVERSIDAD LATINOAMERICANA, CAMPUS EJECUTIVO LEON",11PSU0275G,"UNIVERSIDAD LATINOAMERICANA, CAMPUS EJECUTIVO LEON",2,PRIVADO,1,PRIVADO,BOULEVARD JUAN ALONSO DE TORRES 1401,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,7,CELAYA,1,CELAYA,11MSU0191B,COLEGIO UNIVERSITARIO ARTURO ROSENBLUETH,11PSU0279C,COLEGIO UNIVERSITARIO ARTURO ROSENBLUETH,2,PRIVADO,1,PRIVADO,AVENIDA CONSTITUCION 215,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,15,GUANAJUATO,1,GUANAJUATO,11MSU0192A,ESCUELA DE ESTUDIOS E INVESTIGACION JUDICIAL,11OSU0005O,ESCUELA DE ESTUDIOS E INVESTIGACI”N JUDICIAL,1,P⁄BLICO,2,ESTATAL,CIRCUITO SUPERIOR POZUELOS 1,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,45,66,73,32,41,77,38,39,56,24,32,24,18,6
11,GUANAJUATO,32,SAN JOS… ITURBIDE,1,SAN JOS… ITURBIDE,11MSU0193Z,"CIENCIAS, ARTES Y METAEDUCACION SAN JOSE",11PSU0280S,"CIENCIAS, ARTES Y METAEDUCACION SAN JOSE",2,PRIVADO,1,PRIVADO,CALLE MANUEL CAPETILLO 40,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,17,6,5,2,3,1,0,1,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,17,IRAPUATO,1,IRAPUATO,11MSU0194Z,CENTRO DE ESTUDIOS UNIVERSITARIOS ALLENDE,11PSU0282Q,CENTRO DE ESTUDIOS UNIVERSITARIOS ALLENDE,2,PRIVADO,1,PRIVADO,NINGUNO ANTONIO GALINDEZ 1053,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,20,LE”N,1,LE”N DE LOS ALDAMA,11MSU0195Y,COLEGIO JUAN PABLO II,11PSU0283P,COLEGIO JUAN PABLO II,2,PRIVADO,1,PRIVADO,CALLE 5 DE FEBRERO 412,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,26,36,29,12,17,22,6,16,22,6,16,30,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,32,SAN JOS… ITURBIDE,1,SAN JOS… ITURBIDE,11MSU0196X,CENTRO UNIVERSITARIO ITURBIDE,11PSU0284O,CENTRO UNIVERSITARIO ITURBIDE,2,PRIVADO,1,PRIVADO,CALLE MORELOS 21,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,1,ABASOLO,1,ABASOLO,11MSU0197W,INSTITUTO TECNOLOGICO SUPERIOR DE ABASOLO,11EIT0005B,INSTITUTO TECNOL”GICO SUPERIOR DE ABASOLO,1,P⁄BLICO,2,ESTATAL,BOULEVARD CUITZEO DE LOS NARANJOS 401,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1772,930,842,381,191,190,231,116,115,191,89,102,65,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,25,PURÕSIMA DEL RINC”N,1,PURÕSIMA DE BUSTOS,11MSU0198V,INSTITUTO TECNOLOGICO SUPERIOR DE PURISIMA DEL RINCON,11EIT0006A,INSTITUTO TECNOLOGICO SUPERIOR DE PURISIMA DEL RINCON,1,P⁄BLICO,2,ESTATAL,BOULEVARD DEL VALLE 2301,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1706,964,742,417,231,186,207,119,88,121,78,43,81,48,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,8,MANUEL DOBLADO,1,CIUDAD MANUEL DOBLADO,11MSU0198V,INSTITUTO TECNOLOGICO SUPERIOR DE PURISIMA DEL RINCON,11XIT0012Z,INSTITUTO TECNOL”GICO SUPERIOR DE PURÕSIMA DEL RINC”N EXTENSI”N CIUDAD MANUEL DOBLADO,1,P⁄BLICO,2,ESTATAL,AVENIDA CAMINO KIL”METRO 1 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176,69,107,43,17,26,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,31,SAN FRANCISCO DEL RINC”N,1,SAN FRANCISCO DEL RINC”N,11MSU0198V,INSTITUTO TECNOLOGICO SUPERIOR DE PURISIMA DEL RINCON,11XIT0013Z,INSTITUTO TECNOL”GICO SUPERIOR DE PURÕSIMA DEL RINC”N EXTENSI”N SAN FRANCISCO DEL RINC”N,1,P⁄BLICO,2,ESTATAL,CALLE FRAY JUAN DE ZUM¡RRAGA 303,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,187,89,98,58,31,27,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,27,SALAMANCA,1,SALAMANCA,11MSU0199U,ESCUELA DE ARTE Y MODA DEL BAJIO,11PSU0287L,ESCUELA DE ARTE Y MODA DEL BAJIO,2,PRIVADO,1,PRIVADO,CALLE RIO LERMA 301,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,4,35,18,1,17,5,1,4,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,GUANAJUATO,20,LE”N,1,LE”N DE LOS ALDAMA,11MSU0200T,"ESCUELA SUPERIOR DE INGENIERIA MECANICA, PLANTEL L",11PSU0288K,"ESCUELA SUPERIOR DE INGENIERIA MECANICA, PLANTEL L",2,PRIVADO,1,PRIVADO,CALLE NORIEGA 104,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,63,2,19,18,1,9,9,0,16,15,1,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
